,Datetime,Region,Technology,Emission,Value
533,2043,reg1,Pump_hydro_PP,CO2,0.0
534,2044,reg1,Pump_hydro_PP,CO2,0.0
535,2045,reg1,Pump_hydro_PP,CO2,0.0
536,2046,reg1,Pump_hydro_PP,CO2,0.0
537,2047,reg1,Pump_hydro_PP,CO2,0.0
538,2048,reg1,Pump_hydro_PP,CO2,0.0
539,2049,reg1,Pump_hydro_PP,CO2,0.0
540,2050,reg1,Pump_hydro_PP,CO2,0.0
541,2051,reg1,Pump_hydro_PP,CO2,0.0
542,2052,reg1,Pump_hydro_PP,CO2,0.0
543,2053,reg1,Pump_hydro_PP,CO2,0.0
544,2054,reg1,Pump_hydro_PP,CO2,0.0
545,2055,reg1,Pump_hydro_PP,CO2,0.0
546,2056,reg1,Pump_hydro_PP,CO2,0.0
547,2057,reg1,Pump_hydro_PP,CO2,0.0
548,2058,reg1,Pump_hydro_PP,CO2,0.0
549,2059,reg1,Pump_hydro_PP,CO2,0.0
550,2060,reg1,Pump_hydro_PP,CO2,0.0
551,2061,reg1,Pump_hydro_PP,CO2,0.0
552,2062,reg1,Pump_hydro_PP,CO2,0.0
553,2063,reg1,Pump_hydro_PP,CO2,0.0
554,2064,reg1,Pump_hydro_PP,CO2,0.0
555,2065,reg1,Pump_hydro_PP,CO2,0.0
556,2066,reg1,Pump_hydro_PP,CO2,0.0
557,2067,reg1,Pump_hydro_PP,CO2,0.0
558,2068,reg1,Pump_hydro_PP,CO2,0.0
559,2069,reg1,Pump_hydro_PP,CO2,0.0
560,2070,reg1,Pump_hydro_PP,CO2,0.0
561,2020,reg1,Electricity_imports,CO2,0.0
562,2021,reg1,Electricity_imports,CO2,0.0
563,2022,reg1,Electricity_imports,CO2,0.0
564,2023,reg1,Electricity_imports,CO2,0.0
565,2024,reg1,Electricity_imports,CO2,0.0
566,2025,reg1,Electricity_imports,CO2,0.0
567,2026,reg1,Electricity_imports,CO2,0.0
568,2027,reg1,Electricity_imports,CO2,0.0
569,2028,reg1,Electricity_imports,CO2,0.0
570,2029,reg1,Electricity_imports,CO2,0.0
571,2030,reg1,Electricity_imports,CO2,0.0
572,2031,reg1,Electricity_imports,CO2,0.0
573,2032,reg1,Electricity_imports,CO2,0.0
574,2033,reg1,Electricity_imports,CO2,0.0
575,2034,reg1,Electricity_imports,CO2,0.0
576,2035,reg1,Electricity_imports,CO2,0.0
577,2036,reg1,Electricity_imports,CO2,0.0
578,2037,reg1,Electricity_imports,CO2,0.0
579,2038,reg1,Electricity_imports,CO2,0.0
580,2039,reg1,Electricity_imports,CO2,0.0
581,2040,reg1,Electricity_imports,CO2,0.0
582,2041,reg1,Electricity_imports,CO2,0.0
583,2042,reg1,Electricity_imports,CO2,0.0
584,2043,reg1,Electricity_imports,CO2,0.0
585,2044,reg1,Electricity_imports,CO2,0.0
586,2045,reg1,Electricity_imports,CO2,0.0
587,2046,reg1,Electricity_imports,CO2,0.0
588,2047,reg1,Electricity_imports,CO2,0.0
589,2048,reg1,Electricity_imports,CO2,0.0
590,2049,reg1,Electricity_imports,CO2,0.0
591,2050,reg1,Electricity_imports,CO2,0.0
592,2051,reg1,Electricity_imports,CO2,0.0
593,2052,reg1,Electricity_imports,CO2,0.0
594,2053,reg1,Electricity_imports,CO2,0.0
595,2054,reg1,Electricity_imports,CO2,0.0
596,2055,reg1,Electricity_imports,CO2,0.0
597,2056,reg1,Electricity_imports,CO2,0.0
598,2057,reg1,Electricity_imports,CO2,0.0
599,2058,reg1,Electricity_imports,CO2,0.0
600,2059,reg1,Electricity_imports,CO2,0.0
601,2060,reg1,Electricity_imports,CO2,0.0
602,2061,reg1,Electricity_imports,CO2,0.0
603,2062,reg1,Electricity_imports,CO2,0.0
604,2063,reg1,Electricity_imports,CO2,0.0
605,2064,reg1,Electricity_imports,CO2,0.0
606,2065,reg1,Electricity_imports,CO2,0.0
607,2066,reg1,Electricity_imports,CO2,0.0
608,2067,reg1,Electricity_imports,CO2,0.0
609,2068,reg1,Electricity_imports,CO2,0.0
610,2069,reg1,Electricity_imports,CO2,0.0
611,2070,reg1,Electricity_imports,CO2,0.0
612,2020,reg1,Geo_HP,CO2,0.0
613,2021,reg1,Geo_HP,CO2,0.0
614,2022,reg1,Geo_HP,CO2,0.0
615,2023,reg1,Geo_HP,CO2,0.0
616,2024,reg1,Geo_HP,CO2,0.0
617,2025,reg1,Geo_HP,CO2,0.0
618,2026,reg1,Geo_HP,CO2,0.0
619,2027,reg1,Geo_HP,CO2,0.0
620,2028,reg1,Geo_HP,CO2,0.0
621,2029,reg1,Geo_HP,CO2,0.0
622,2030,reg1,Geo_HP,CO2,0.0
623,2031,reg1,Geo_HP,CO2,0.0
624,2032,reg1,Geo_HP,CO2,0.0
625,2033,reg1,Geo_HP,CO2,0.0
626,2034,reg1,Geo_HP,CO2,0.0
627,2035,reg1,Geo_HP,CO2,0.0
628,2036,reg1,Geo_HP,CO2,0.0
629,2037,reg1,Geo_HP,CO2,0.0
630,2038,reg1,Geo_HP,CO2,0.0
631,2039,reg1,Geo_HP,CO2,0.0
632,2040,reg1,Geo_HP,CO2,0.0
633,2041,reg1,Geo_HP,CO2,0.0
634,2042,reg1,Geo_HP,CO2,0.0
635,2043,reg1,Geo_HP,CO2,0.0
636,2044,reg1,Geo_HP,CO2,0.0
637,2045,reg1,Geo_HP,CO2,0.0
638,2046,reg1,Geo_HP,CO2,0.0
639,2047,reg1,Geo_HP,CO2,0.0
640,2048,reg1,Geo_HP,CO2,0.0
641,2049,reg1,Geo_HP,CO2,0.0
642,2050,reg1,Geo_HP,CO2,0.0
643,2051,reg1,Geo_HP,CO2,0.0
644,2052,reg1,Geo_HP,CO2,0.0
645,2053,reg1,Geo_HP,CO2,0.0
646,2054,reg1,Geo_HP,CO2,0.0
647,2055,reg1,Geo_HP,CO2,0.0
648,2056,reg1,Geo_HP,CO2,0.0
649,2057,reg1,Geo_HP,CO2,0.0
650,2058,reg1,Geo_HP,CO2,0.0
651,2059,reg1,Geo_HP,CO2,0.0
652,2060,reg1,Geo_HP,CO2,0.0
653,2061,reg1,Geo_HP,CO2,0.0
654,2062,reg1,Geo_HP,CO2,0.0
655,2063,reg1,Geo_HP,CO2,0.0
656,2064,reg1,Geo_HP,CO2,0.0
657,2065,reg1,Geo_HP,CO2,0.0
658,2066,reg1,Geo_HP,CO2,0.0
659,2067,reg1,Geo_HP,CO2,0.0
660,2068,reg1,Geo_HP,CO2,0.0
661,2069,reg1,Geo_HP,CO2,0.0
662,2070,reg1,Geo_HP,CO2,0.0
663,2020,reg1,SMR,CO2,0.0
664,2021,reg1,SMR,CO2,2823740.592164461
665,2022,reg1,SMR,CO2,2994339.775423833
666,2023,reg1,SMR,CO2,2954049.9342443715
667,2024,reg1,SMR,CO2,3019204.60528433
668,2025,reg1,SMR,CO2,3084359.2763242866
669,2026,reg1,SMR,CO2,3070292.3921543797
670,2027,reg1,SMR,CO2,3056225.5079844757
671,2028,reg1,SMR,CO2,3042158.623814571
672,2029,reg1,SMR,CO2,3028091.739644667
673,2030,reg1,SMR,CO2,3014024.8554747617
674,2031,reg1,SMR,CO2,2999957.971304857
675,2032,reg1,SMR,CO2,2985891.0871349527
676,2033,reg1,SMR,CO2,2971824.2029650486
677,2034,reg1,SMR,CO2,2957757.318795144
678,2035,reg1,SMR,CO2,2944733.334570532
679,2036,reg1,SMR,CO2,2683428.8445657
680,2037,reg1,SMR,CO2,2668879.960503914
681,2038,reg1,SMR,CO2,2655416.790986757
682,2039,reg1,SMR,CO2,2641953.6214695983
683,2040,reg1,SMR,CO2,2628490.4519524407
684,2041,reg1,SMR,CO2,2627939.653956072
685,2042,reg1,SMR,CO2,2627388.855959702
686,2043,reg1,SMR,CO2,2626838.057963333
687,2044,reg1,SMR,CO2,2626287.2599669695
688,2045,reg1,SMR,CO2,2625736.4619706008
689,2046,reg1,SMR,CO2,2625736.461970599
690,2047,reg1,SMR,CO2,2625736.461970599
691,2048,reg1,SMR,CO2,2625736.461970599
692,2049,reg1,SMR,CO2,2625736.461970599
693,2050,reg1,SMR,CO2,2625736.461970599
694,2051,reg1,SMR,CO2,2625736.461970599
695,2052,reg1,SMR,CO2,2625736.461970599
696,2053,reg1,SMR,CO2,2625736.461970599
697,2054,reg1,SMR,CO2,2625736.461970599
698,2055,reg1,SMR,CO2,2625736.461970599
699,2056,reg1,SMR,CO2,2625736.461970599
700,2057,reg1,SMR,CO2,2625736.461970599
701,2058,reg1,SMR,CO2,2625736.461970599
702,2059,reg1,SMR,CO2,2625736.461970599
703,2060,reg1,SMR,CO2,2625736.461970599
704,2061,reg1,SMR,CO2,2625736.461970599
705,2062,reg1,SMR,CO2,2625736.461970599
706,2063,reg1,SMR,CO2,2625736.461970599
707,2064,reg1,SMR,CO2,2625736.461970599
708,2065,reg1,SMR,CO2,2625736.461970599
709,2066,reg1,SMR,CO2,2625736.461970599
710,2067,reg1,SMR,CO2,2625736.461970599
711,2068,reg1,SMR,CO2,2625736.461970599
712,2069,reg1,SMR,CO2,2625736.461970599
713,2070,reg1,SMR,CO2,2625736.4619705984
714,2020,reg1,SMR_CCS,CO2,0.0
715,2021,reg1,SMR_CCS,CO2,0.0
716,2022,reg1,SMR_CCS,CO2,0.0
717,2023,reg1,SMR_CCS,CO2,0.0
718,2024,reg1,SMR_CCS,CO2,0.0
719,2025,reg1,SMR_CCS,CO2,0.0
720,2026,reg1,SMR_CCS,CO2,0.0
721,2027,reg1,SMR_CCS,CO2,0.0
722,2028,reg1,SMR_CCS,CO2,0.0
723,2029,reg1,SMR_CCS,CO2,0.0
724,2030,reg1,SMR_CCS,CO2,0.0
725,2031,reg1,SMR_CCS,CO2,0.0
726,2032,reg1,SMR_CCS,CO2,0.0
727,2033,reg1,SMR_CCS,CO2,0.0
728,2034,reg1,SMR_CCS,CO2,0.0
729,2035,reg1,SMR_CCS,CO2,0.0
730,2036,reg1,SMR_CCS,CO2,0.0
731,2037,reg1,SMR_CCS,CO2,0.0
732,2038,reg1,SMR_CCS,CO2,0.0
733,2039,reg1,SMR_CCS,CO2,0.0
734,2040,reg1,SMR_CCS,CO2,0.0
735,2041,reg1,SMR_CCS,CO2,0.0
736,2042,reg1,SMR_CCS,CO2,0.0
737,2043,reg1,SMR_CCS,CO2,0.0
738,2044,reg1,SMR_CCS,CO2,0.0
739,2045,reg1,SMR_CCS,CO2,0.0
740,2046,reg1,SMR_CCS,CO2,0.0
741,2047,reg1,SMR_CCS,CO2,0.0
742,2048,reg1,SMR_CCS,CO2,0.0
743,2049,reg1,SMR_CCS,CO2,0.0
744,2050,reg1,SMR_CCS,CO2,0.0
745,2051,reg1,SMR_CCS,CO2,0.0
746,2052,reg1,SMR_CCS,CO2,0.0
747,2053,reg1,SMR_CCS,CO2,0.0
748,2054,reg1,SMR_CCS,CO2,0.0
749,2055,reg1,SMR_CCS,CO2,0.0
750,2056,reg1,SMR_CCS,CO2,0.0
751,2057,reg1,SMR_CCS,CO2,0.0
752,2058,reg1,SMR_CCS,CO2,0.0
753,2059,reg1,SMR_CCS,CO2,0.0
754,2060,reg1,SMR_CCS,CO2,0.0
755,2061,reg1,SMR_CCS,CO2,0.0
756,2062,reg1,SMR_CCS,CO2,0.0
757,2063,reg1,SMR_CCS,CO2,0.0
758,2064,reg1,SMR_CCS,CO2,0.0
759,2065,reg1,SMR_CCS,CO2,0.0
760,2066,reg1,SMR_CCS,CO2,0.0
761,2067,reg1,SMR_CCS,CO2,0.0
762,2068,reg1,SMR_CCS,CO2,0.0
763,2069,reg1,SMR_CCS,CO2,0.0
764,2070,reg1,SMR_CCS,CO2,0.0
765,2020,reg1,Methane_pyrolysis,CO2,0.0
766,2021,reg1,Methane_pyrolysis,CO2,0.0
767,2022,reg1,Methane_pyrolysis,CO2,0.0
768,2023,reg1,Methane_pyrolysis,CO2,0.0
769,2024,reg1,Methane_pyrolysis,CO2,0.0
770,2025,reg1,Methane_pyrolysis,CO2,0.0
771,2026,reg1,Methane_pyrolysis,CO2,0.0
772,2027,reg1,Methane_pyrolysis,CO2,0.0
773,2028,reg1,Methane_pyrolysis,CO2,0.0
774,2029,reg1,Methane_pyrolysis,CO2,0.0
775,2030,reg1,Methane_pyrolysis,CO2,0.0
776,2031,reg1,Methane_pyrolysis,CO2,0.0
777,2032,reg1,Methane_pyrolysis,CO2,0.0
778,2033,reg1,Methane_pyrolysis,CO2,0.0
779,2034,reg1,Methane_pyrolysis,CO2,0.0
780,2035,reg1,Methane_pyrolysis,CO2,0.0
781,2036,reg1,Methane_pyrolysis,CO2,0.0
782,2037,reg1,Methane_pyrolysis,CO2,0.0
783,2038,reg1,Methane_pyrolysis,CO2,0.0
784,2039,reg1,Methane_pyrolysis,CO2,0.0
785,2040,reg1,Methane_pyrolysis,CO2,0.0
786,2041,reg1,Methane_pyrolysis,CO2,0.0
787,2042,reg1,Methane_pyrolysis,CO2,0.0
788,2043,reg1,Methane_pyrolysis,CO2,0.0
789,2044,reg1,Methane_pyrolysis,CO2,0.0
790,2045,reg1,Methane_pyrolysis,CO2,0.0
791,2046,reg1,Methane_pyrolysis,CO2,0.0
792,2047,reg1,Methane_pyrolysis,CO2,0.0
793,2048,reg1,Methane_pyrolysis,CO2,0.0
794,2049,reg1,Methane_pyrolysis,CO2,0.0
795,2050,reg1,Methane_pyrolysis,CO2,0.0
796,2051,reg1,Methane_pyrolysis,CO2,0.0
797,2052,reg1,Methane_pyrolysis,CO2,0.0
798,2053,reg1,Methane_pyrolysis,CO2,0.0
799,2054,reg1,Methane_pyrolysis,CO2,0.0
800,2055,reg1,Methane_pyrolysis,CO2,0.0
801,2056,reg1,Methane_pyrolysis,CO2,0.0
802,2057,reg1,Methane_pyrolysis,CO2,0.0
803,2058,reg1,Methane_pyrolysis,CO2,0.0
804,2059,reg1,Methane_pyrolysis,CO2,0.0
805,2060,reg1,Methane_pyrolysis,CO2,0.0
806,2061,reg1,Methane_pyrolysis,CO2,0.0
807,2062,reg1,Methane_pyrolysis,CO2,0.0
808,2063,reg1,Methane_pyrolysis,CO2,0.0
809,2064,reg1,Methane_pyrolysis,CO2,0.0
810,2065,reg1,Methane_pyrolysis,CO2,0.0
811,2066,reg1,Methane_pyrolysis,CO2,0.0
812,2067,reg1,Methane_pyrolysis,CO2,0.0
813,2068,reg1,Methane_pyrolysis,CO2,0.0
814,2069,reg1,Methane_pyrolysis,CO2,0.0
815,2070,reg1,Methane_pyrolysis,CO2,0.0
816,2020,reg1,Electrolysis,CO2,0.0
817,2021,reg1,Electrolysis,CO2,0.0
818,2022,reg1,Electrolysis,CO2,0.0
819,2023,reg1,Electrolysis,CO2,0.0
820,2024,reg1,Electrolysis,CO2,0.0
821,2025,reg1,Electrolysis,CO2,0.0
822,2026,reg1,Electrolysis,CO2,0.0
823,2027,reg1,Electrolysis,CO2,0.0
824,2028,reg1,Electrolysis,CO2,0.0
825,2029,reg1,Electrolysis,CO2,0.0
826,2030,reg1,Electrolysis,CO2,0.0
827,2031,reg1,Electrolysis,CO2,0.0
828,2032,reg1,Electrolysis,CO2,0.0
829,2033,reg1,Electrolysis,CO2,0.0
830,2034,reg1,Electrolysis,CO2,0.0
831,2035,reg1,Electrolysis,CO2,0.0
832,2036,reg1,Electrolysis,CO2,0.0
833,2037,reg1,Electrolysis,CO2,0.0
834,2038,reg1,Electrolysis,CO2,0.0
835,2039,reg1,Electrolysis,CO2,0.0
836,2040,reg1,Electrolysis,CO2,0.0
837,2041,reg1,Electrolysis,CO2,0.0
838,2042,reg1,Electrolysis,CO2,0.0
839,2043,reg1,Electrolysis,CO2,0.0
840,2044,reg1,Electrolysis,CO2,0.0
841,2045,reg1,Electrolysis,CO2,0.0
842,2046,reg1,Electrolysis,CO2,0.0
843,2047,reg1,Electrolysis,CO2,0.0
844,2048,reg1,Electrolysis,CO2,0.0
845,2049,reg1,Electrolysis,CO2,0.0
846,2050,reg1,Electrolysis,CO2,0.0
847,2051,reg1,Electrolysis,CO2,0.0
848,2052,reg1,Electrolysis,CO2,0.0
849,2053,reg1,Electrolysis,CO2,0.0
850,2054,reg1,Electrolysis,CO2,0.0
851,2055,reg1,Electrolysis,CO2,0.0
852,2056,reg1,Electrolysis,CO2,0.0
853,2057,reg1,Electrolysis,CO2,0.0
854,2058,reg1,Electrolysis,CO2,0.0
855,2059,reg1,Electrolysis,CO2,0.0
856,2060,reg1,Electrolysis,CO2,0.0
857,2061,reg1,Electrolysis,CO2,0.0
858,2062,reg1,Electrolysis,CO2,0.0
859,2063,reg1,Electrolysis,CO2,0.0
860,2064,reg1,Electrolysis,CO2,0.0
861,2065,reg1,Electrolysis,CO2,0.0
862,2066,reg1,Electrolysis,CO2,0.0
863,2067,reg1,Electrolysis,CO2,0.0
864,2068,reg1,Electrolysis,CO2,0.0
865,2069,reg1,Electrolysis,CO2,0.0
866,2070,reg1,Electrolysis,CO2,0.0
867,2020,reg1,SFF_PP,CO2,47347610.112
868,2021,reg1,SFF_PP,CO2,45453705.70752002
869,2022,reg1,SFF_PP,CO2,43559801.30303998
870,2023,reg1,SFF_PP,CO2,41665896.898560025
871,2024,reg1,SFF_PP,CO2,39771992.49408002
872,2025,reg1,SFF_PP,CO2,37878088.0896
873,2026,reg1,SFF_PP,CO2,35984183.68512004
874,2027,reg1,SFF_PP,CO2,34090279.28064002
875,2028,reg1,SFF_PP,CO2,32196374.87616002
876,2029,reg1,SFF_PP,CO2,30302470.471680038
877,2030,reg1,SFF_PP,CO2,28408566.06720003
878,2031,reg1,SFF_PP,CO2,26514661.662720032
879,2032,reg1,SFF_PP,CO2,24620757.25824004
880,2033,reg1,SFF_PP,CO2,22726852.853760034
881,2034,reg1,SFF_PP,CO2,20832948.449280016
882,2035,reg1,SFF_PP,CO2,18939044.04480003
883,2036,reg1,SFF_PP,CO2,17045139.640320018
884,2037,reg1,SFF_PP,CO2,15151235.235840028
885,2038,reg1,SFF_PP,CO2,13257330.831360035
886,2039,reg1,SFF_PP,CO2,11363426.426880023
887,2040,reg1,SFF_PP,CO2,9469522.022400022
888,2041,reg1,SFF_PP,CO2,7575617.6179200215
889,2042,reg1,SFF_PP,CO2,5681713.213440025
890,2043,reg1,SFF_PP,CO2,3787808.8089600266
891,2044,reg1,SFF_PP,CO2,1893904.4044800256
892,2045,reg1,SFF_PP,CO2,0.0
893,2046,reg1,SFF_PP,CO2,0.0
894,2047,reg1,SFF_PP,CO2,0.0
895,2048,reg1,SFF_PP,CO2,0.0
896,2049,reg1,SFF_PP,CO2,0.0
897,2050,reg1,SFF_PP,CO2,0.0
898,2051,reg1,SFF_PP,CO2,0.0
899,2052,reg1,SFF_PP,CO2,0.0
900,2053,reg1,SFF_PP,CO2,0.0
901,2054,reg1,SFF_PP,CO2,0.0
902,2055,reg1,SFF_PP,CO2,0.0
903,2056,reg1,SFF_PP,CO2,0.0
904,2057,reg1,SFF_PP,CO2,0.0
905,2058,reg1,SFF_PP,CO2,0.0
906,2059,reg1,SFF_PP,CO2,0.0
907,2060,reg1,SFF_PP,CO2,0.0
908,2061,reg1,SFF_PP,CO2,0.0
909,2062,reg1,SFF_PP,CO2,0.0
910,2063,reg1,SFF_PP,CO2,0.0
911,2064,reg1,SFF_PP,CO2,0.0
912,2065,reg1,SFF_PP,CO2,0.0
913,2066,reg1,SFF_PP,CO2,0.0
914,2067,reg1,SFF_PP,CO2,0.0
915,2068,reg1,SFF_PP,CO2,0.0
916,2069,reg1,SFF_PP,CO2,0.0
917,2070,reg1,SFF_PP,CO2,0.0
918,2020,reg1,Oil_PP,CO2,0.0
919,2021,reg1,Oil_PP,CO2,0.0
920,2022,reg1,Oil_PP,CO2,14689909.219029322
921,2023,reg1,Oil_PP,CO2,0.0
922,2024,reg1,Oil_PP,CO2,0.0
923,2025,reg1,Oil_PP,CO2,0.0
924,2026,reg1,Oil_PP,CO2,0.0
925,2027,reg1,Oil_PP,CO2,0.0
926,2028,reg1,Oil_PP,CO2,0.0
927,2029,reg1,Oil_PP,CO2,0.0
928,2030,reg1,Oil_PP,CO2,0.0
929,2031,reg1,Oil_PP,CO2,0.0
930,2032,reg1,Oil_PP,CO2,0.0
931,2033,reg1,Oil_PP,CO2,0.0
932,2034,reg1,Oil_PP,CO2,0.0
933,2035,reg1,Oil_PP,CO2,145290.68605308112
934,2036,reg1,Oil_PP,CO2,760100.3199999991
935,2037,reg1,Oil_PP,CO2,675644.7288888881
936,2038,reg1,Oil_PP,CO2,591189.137777777
937,2039,reg1,Oil_PP,CO2,506733.5466666659
938,2040,reg1,Oil_PP,CO2,422277.9555555549
939,2041,reg1,Oil_PP,CO2,337822.3644444437
940,2042,reg1,Oil_PP,CO2,253366.77333333268
941,2043,reg1,Oil_PP,CO2,168911.1822222216
942,2044,reg1,Oil_PP,CO2,84455.5911111105
943,2045,reg1,Oil_PP,CO2,0.0
944,2046,reg1,Oil_PP,CO2,0.0
945,2047,reg1,Oil_PP,CO2,0.0
946,2048,reg1,Oil_PP,CO2,0.0
947,2049,reg1,Oil_PP,CO2,0.0
948,2050,reg1,Oil_PP,CO2,0.0
949,2051,reg1,Oil_PP,CO2,0.0
950,2052,reg1,Oil_PP,CO2,0.0
951,2053,reg1,Oil_PP,CO2,0.0
952,2054,reg1,Oil_PP,CO2,0.0
953,2055,reg1,Oil_PP,CO2,0.0
954,2056,reg1,Oil_PP,CO2,0.0
955,2057,reg1,Oil_PP,CO2,0.0
956,2058,reg1,Oil_PP,CO2,0.0
957,2059,reg1,Oil_PP,CO2,0.0
958,2060,reg1,Oil_PP,CO2,0.0
959,2061,reg1,Oil_PP,CO2,0.0
960,2062,reg1,Oil_PP,CO2,0.0
961,2063,reg1,Oil_PP,CO2,0.0
962,2064,reg1,Oil_PP,CO2,0.0
963,2065,reg1,Oil_PP,CO2,0.0
964,2066,reg1,Oil_PP,CO2,0.0
965,2067,reg1,Oil_PP,CO2,0.0
966,2068,reg1,Oil_PP,CO2,0.0
967,2069,reg1,Oil_PP,CO2,0.0
968,2070,reg1,Oil_PP,CO2,0.0
969,2020,reg1,NG_PP,CO2,105507503.21235989
970,2021,reg1,NG_PP,CO2,56549125.57461761
971,2022,reg1,NG_PP,CO2,40601929.88160001
972,2023,reg1,NG_PP,CO2,54685685.7869
973,2024,reg1,NG_PP,CO2,55268204.53057344
974,2025,reg1,NG_PP,CO2,55850723.274246976
975,2026,reg1,NG_PP,CO2,48073153.683091685
976,2027,reg1,NG_PP,CO2,48399741.38434073
977,2028,reg1,NG_PP,CO2,48931455.3966867
978,2029,reg1,NG_PP,CO2,50458608.53437367
979,2030,reg1,NG_PP,CO2,48091622.237228036
980,2031,reg1,NG_PP,CO2,47363499.07189734
981,2032,reg1,NG_PP,CO2,45108633.19946603
982,2033,reg1,NG_PP,CO2,44444152.927305415
983,2034,reg1,NG_PP,CO2,44367182.66680805
984,2035,reg1,NG_PP,CO2,44493507.49569795
985,2036,reg1,NG_PP,CO2,42845591.18638794
986,2037,reg1,NG_PP,CO2,43101692.63915447
987,2038,reg1,NG_PP,CO2,43402185.79791131
988,2039,reg1,NG_PP,CO2,44080949.07152923
989,2040,reg1,NG_PP,CO2,43946176.84093901
990,2041,reg1,NG_PP,CO2,45880349.76755198
991,2042,reg1,NG_PP,CO2,46725078.49162975
992,2043,reg1,NG_PP,CO2,47794526.34032654
993,2044,reg1,NG_PP,CO2,48211151.41667629
994,2045,reg1,NG_PP,CO2,49166489.58831731
995,2046,reg1,NG_PP,CO2,48837058.60832698
996,2047,reg1,NG_PP,CO2,49258324.975829996
997,2048,reg1,NG_PP,CO2,49258324.97582999
998,2049,reg1,NG_PP,CO2,49258324.97583001
999,2050,reg1,NG_PP,CO2,49127078.87763514
1000,2051,reg1,NG_PP,CO2,49127078.87763515
1001,2052,reg1,NG_PP,CO2,48925392.038842596
1002,2053,reg1,NG_PP,CO2,48925392.03884271
1003,2054,reg1,NG_PP,CO2,49196005.6752064
1004,2055,reg1,NG_PP,CO2,48679439.387132086
1005,2056,reg1,NG_PP,CO2,48925392.038842775
1006,2057,reg1,NG_PP,CO2,48925392.038842775
1007,2058,reg1,NG_PP,CO2,48925392.03884276
1008,2059,reg1,NG_PP,CO2,48925392.038842775
1009,2060,reg1,NG_PP,CO2,48925392.03884276
1010,2061,reg1,NG_PP,CO2,48925392.03884276
1011,2062,reg1,NG_PP,CO2,48925392.03884276
1012,2063,reg1,NG_PP,CO2,48925392.03884276
1013,2064,reg1,NG_PP,CO2,48991008.5939913
1014,2065,reg1,NG_PP,CO2,49234911.506422035
1015,2066,reg1,NG_PP,CO2,48499562.91927377
1016,2067,reg1,NG_PP,CO2,47323140.33077483
1017,2068,reg1,NG_PP,CO2,47413304.92729369
1018,2069,reg1,NG_PP,CO2,47852721.16146892
1019,2070,reg1,NG_PP,CO2,47323006.829591095
1020,2020,reg1,NG_PP_CCS,CO2,0.0
1021,2021,reg1,NG_PP_CCS,CO2,0.0
1022,2022,reg1,NG_PP_CCS,CO2,0.0
1023,2023,reg1,NG_PP_CCS,CO2,0.0
1024,2024,reg1,NG_PP_CCS,CO2,0.0
1025,2025,reg1,NG_PP_CCS,CO2,0.0
1026,2026,reg1,NG_PP_CCS,CO2,0.0
1027,2027,reg1,NG_PP_CCS,CO2,0.0
1028,2028,reg1,NG_PP_CCS,CO2,0.0
1029,2029,reg1,NG_PP_CCS,CO2,0.0
1030,2030,reg1,NG_PP_CCS,CO2,0.0
1031,2031,reg1,NG_PP_CCS,CO2,0.0
1032,2032,reg1,NG_PP_CCS,CO2,0.0
1033,2033,reg1,NG_PP_CCS,CO2,0.0
1034,2034,reg1,NG_PP_CCS,CO2,0.0
1035,2035,reg1,NG_PP_CCS,CO2,0.0
1036,2036,reg1,NG_PP_CCS,CO2,0.0
1037,2037,reg1,NG_PP_CCS,CO2,0.0
1038,2038,reg1,NG_PP_CCS,CO2,0.0
1039,2039,reg1,NG_PP_CCS,CO2,0.0
1040,2040,reg1,NG_PP_CCS,CO2,0.0
1041,2041,reg1,NG_PP_CCS,CO2,0.0
1042,2042,reg1,NG_PP_CCS,CO2,0.0
1043,2043,reg1,NG_PP_CCS,CO2,0.0
1044,2044,reg1,NG_PP_CCS,CO2,0.0
1045,2045,reg1,NG_PP_CCS,CO2,0.0
1046,2046,reg1,NG_PP_CCS,CO2,0.0
1047,2047,reg1,NG_PP_CCS,CO2,0.0
1048,2048,reg1,NG_PP_CCS,CO2,0.0
1049,2049,reg1,NG_PP_CCS,CO2,0.0
1050,2050,reg1,NG_PP_CCS,CO2,0.0
1051,2051,reg1,NG_PP_CCS,CO2,0.0
1052,2052,reg1,NG_PP_CCS,CO2,0.0
1053,2053,reg1,NG_PP_CCS,CO2,0.0
1054,2054,reg1,NG_PP_CCS,CO2,0.0
1055,2055,reg1,NG_PP_CCS,CO2,0.0
1056,2056,reg1,NG_PP_CCS,CO2,0.0
1057,2057,reg1,NG_PP_CCS,CO2,0.0
1058,2058,reg1,NG_PP_CCS,CO2,0.0
1059,2059,reg1,NG_PP_CCS,CO2,0.0
1060,2060,reg1,NG_PP_CCS,CO2,0.0
1061,2061,reg1,NG_PP_CCS,CO2,0.0
1062,2062,reg1,NG_PP_CCS,CO2,0.0
1063,2063,reg1,NG_PP_CCS,CO2,0.0
1064,2064,reg1,NG_PP_CCS,CO2,0.0
1065,2065,reg1,NG_PP_CCS,CO2,0.0
1066,2066,reg1,NG_PP_CCS,CO2,0.0
1067,2067,reg1,NG_PP_CCS,CO2,0.0
1068,2068,reg1,NG_PP_CCS,CO2,0.0
1069,2069,reg1,NG_PP_CCS,CO2,0.0
1070,2070,reg1,NG_PP_CCS,CO2,0.0
1071,2020,reg1,SoSCO2_lr,CO2,0.0
1072,2021,reg1,SoSCO2_lr,CO2,0.0
