,Datetime,Region,Technology,Tech category,Value
38,2058,reg1,Oil_supply,Supply,10000000000.0
39,2059,reg1,Oil_supply,Supply,10000000000.0
40,2060,reg1,Oil_supply,Supply,10000000000.0
41,2061,reg1,Oil_supply,Supply,10000000000.0
42,2062,reg1,Oil_supply,Supply,10000000000.0
43,2063,reg1,Oil_supply,Supply,10000000000.0
44,2064,reg1,Oil_supply,Supply,10000000000.0
45,2065,reg1,Oil_supply,Supply,10000000000.0
46,2066,reg1,Oil_supply,Supply,10000000000.0
47,2067,reg1,Oil_supply,Supply,10000000000.0
48,2068,reg1,Oil_supply,Supply,10000000000.0
49,2069,reg1,Oil_supply,Supply,10000000000.0
50,2070,reg1,Oil_supply,Supply,10000000000.0
51,2020,reg1,NG_supply,Supply,0.0
52,2021,reg1,NG_supply,Supply,10000000000.0
53,2022,reg1,NG_supply,Supply,10000000000.0
54,2023,reg1,NG_supply,Supply,10000000000.0
55,2024,reg1,NG_supply,Supply,10000000000.0
56,2025,reg1,NG_supply,Supply,10000000000.0
57,2026,reg1,NG_supply,Supply,10000000000.0
58,2027,reg1,NG_supply,Supply,10000000000.0
59,2028,reg1,NG_supply,Supply,10000000000.0
60,2029,reg1,NG_supply,Supply,10000000000.0
61,2030,reg1,NG_supply,Supply,10000000000.0
62,2031,reg1,NG_supply,Supply,10000000000.0
63,2032,reg1,NG_supply,Supply,10000000000.0
64,2033,reg1,NG_supply,Supply,10000000000.0
65,2034,reg1,NG_supply,Supply,10000000000.0
66,2035,reg1,NG_supply,Supply,10000000000.0
67,2036,reg1,NG_supply,Supply,10000000000.0
68,2037,reg1,NG_supply,Supply,10000000000.0
69,2038,reg1,NG_supply,Supply,10000000000.0
70,2039,reg1,NG_supply,Supply,10000000000.0
71,2040,reg1,NG_supply,Supply,10000000000.0
72,2041,reg1,NG_supply,Supply,10000000000.0
73,2042,reg1,NG_supply,Supply,10000000000.0
74,2043,reg1,NG_supply,Supply,10000000000.0
75,2044,reg1,NG_supply,Supply,10000000000.0
76,2045,reg1,NG_supply,Supply,10000000000.0
77,2046,reg1,NG_supply,Supply,10000000000.0
78,2047,reg1,NG_supply,Supply,10000000000.0
79,2048,reg1,NG_supply,Supply,10000000000.0
80,2049,reg1,NG_supply,Supply,10000000000.0
81,2050,reg1,NG_supply,Supply,10000000000.0
82,2051,reg1,NG_supply,Supply,10000000000.0
83,2052,reg1,NG_supply,Supply,10000000000.0
84,2053,reg1,NG_supply,Supply,10000000000.0
85,2054,reg1,NG_supply,Supply,10000000000.0
86,2055,reg1,NG_supply,Supply,10000000000.0
87,2056,reg1,NG_supply,Supply,10000000000.0
88,2057,reg1,NG_supply,Supply,10000000000.0
89,2058,reg1,NG_supply,Supply,10000000000.0
90,2059,reg1,NG_supply,Supply,10000000000.0
91,2060,reg1,NG_supply,Supply,10000000000.0
92,2061,reg1,NG_supply,Supply,10000000000.0
93,2062,reg1,NG_supply,Supply,10000000000.0
94,2063,reg1,NG_supply,Supply,10000000000.0
95,2064,reg1,NG_supply,Supply,10000000000.0
96,2065,reg1,NG_supply,Supply,10000000000.0
97,2066,reg1,NG_supply,Supply,10000000000.0
98,2067,reg1,NG_supply,Supply,10000000000.0
99,2068,reg1,NG_supply,Supply,10000000000.0
100,2069,reg1,NG_supply,Supply,10000000000.0
101,2070,reg1,NG_supply,Supply,10000000000.0
102,2020,reg1,SFF_supply,Supply,0.0
103,2021,reg1,SFF_supply,Supply,10000000000.0
104,2022,reg1,SFF_supply,Supply,10000000000.0
105,2023,reg1,SFF_supply,Supply,10000000000.0
106,2024,reg1,SFF_supply,Supply,10000000000.0
107,2025,reg1,SFF_supply,Supply,10000000000.0
108,2026,reg1,SFF_supply,Supply,10000000000.0
109,2027,reg1,SFF_supply,Supply,10000000000.0
110,2028,reg1,SFF_supply,Supply,10000000000.0
111,2029,reg1,SFF_supply,Supply,10000000000.0
112,2030,reg1,SFF_supply,Supply,10000000000.0
113,2031,reg1,SFF_supply,Supply,10000000000.0
114,2032,reg1,SFF_supply,Supply,10000000000.0
115,2033,reg1,SFF_supply,Supply,10000000000.0
116,2034,reg1,SFF_supply,Supply,10000000000.0
117,2035,reg1,SFF_supply,Supply,10000000000.0
118,2036,reg1,SFF_supply,Supply,10000000000.0
119,2037,reg1,SFF_supply,Supply,10000000000.0
120,2038,reg1,SFF_supply,Supply,10000000000.0
121,2039,reg1,SFF_supply,Supply,10000000000.0
122,2040,reg1,SFF_supply,Supply,10000000000.0
123,2041,reg1,SFF_supply,Supply,10000000000.0
124,2042,reg1,SFF_supply,Supply,10000000000.0
125,2043,reg1,SFF_supply,Supply,10000000000.0
126,2044,reg1,SFF_supply,Supply,10000000000.0
127,2045,reg1,SFF_supply,Supply,10000000000.0
128,2046,reg1,SFF_supply,Supply,10000000000.0
129,2047,reg1,SFF_supply,Supply,10000000000.0
130,2048,reg1,SFF_supply,Supply,10000000000.0
131,2049,reg1,SFF_supply,Supply,10000000000.0
132,2050,reg1,SFF_supply,Supply,10000000000.0
133,2051,reg1,SFF_supply,Supply,10000000000.0
134,2052,reg1,SFF_supply,Supply,10000000000.0
135,2053,reg1,SFF_supply,Supply,10000000000.0
136,2054,reg1,SFF_supply,Supply,10000000000.0
137,2055,reg1,SFF_supply,Supply,10000000000.0
138,2056,reg1,SFF_supply,Supply,10000000000.0
139,2057,reg1,SFF_supply,Supply,10000000000.0
140,2058,reg1,SFF_supply,Supply,10000000000.0
141,2059,reg1,SFF_supply,Supply,10000000000.0
142,2060,reg1,SFF_supply,Supply,10000000000.0
143,2061,reg1,SFF_supply,Supply,10000000000.0
144,2062,reg1,SFF_supply,Supply,10000000000.0
145,2063,reg1,SFF_supply,Supply,10000000000.0
146,2064,reg1,SFF_supply,Supply,10000000000.0
147,2065,reg1,SFF_supply,Supply,10000000000.0
148,2066,reg1,SFF_supply,Supply,10000000000.0
149,2067,reg1,SFF_supply,Supply,10000000000.0
150,2068,reg1,SFF_supply,Supply,10000000000.0
151,2069,reg1,SFF_supply,Supply,10000000000.0
152,2070,reg1,SFF_supply,Supply,10000000000.0
153,2020,reg1,OP_supply,Supply,0.0
154,2021,reg1,OP_supply,Supply,10000000000.0
155,2022,reg1,OP_supply,Supply,10000000000.0
156,2023,reg1,OP_supply,Supply,10000000000.0
157,2024,reg1,OP_supply,Supply,10000000000.0
158,2025,reg1,OP_supply,Supply,10000000000.0
159,2026,reg1,OP_supply,Supply,10000000000.0
160,2027,reg1,OP_supply,Supply,10000000000.0
161,2028,reg1,OP_supply,Supply,10000000000.0
162,2029,reg1,OP_supply,Supply,10000000000.0
163,2030,reg1,OP_supply,Supply,10000000000.0
164,2031,reg1,OP_supply,Supply,10000000000.0
165,2032,reg1,OP_supply,Supply,10000000000.0
166,2033,reg1,OP_supply,Supply,10000000000.0
167,2034,reg1,OP_supply,Supply,10000000000.0
168,2035,reg1,OP_supply,Supply,10000000000.0
169,2036,reg1,OP_supply,Supply,10000000000.0
170,2037,reg1,OP_supply,Supply,10000000000.0
171,2038,reg1,OP_supply,Supply,10000000000.0
172,2039,reg1,OP_supply,Supply,10000000000.0
173,2040,reg1,OP_supply,Supply,10000000000.0
174,2041,reg1,OP_supply,Supply,10000000000.0
175,2042,reg1,OP_supply,Supply,10000000000.0
176,2043,reg1,OP_supply,Supply,10000000000.0
177,2044,reg1,OP_supply,Supply,10000000000.0
178,2045,reg1,OP_supply,Supply,10000000000.0
179,2046,reg1,OP_supply,Supply,10000000000.0
180,2047,reg1,OP_supply,Supply,10000000000.0
181,2048,reg1,OP_supply,Supply,10000000000.0
182,2049,reg1,OP_supply,Supply,10000000000.0
183,2050,reg1,OP_supply,Supply,10000000000.0
184,2051,reg1,OP_supply,Supply,10000000000.0
185,2052,reg1,OP_supply,Supply,10000000000.0
186,2053,reg1,OP_supply,Supply,10000000000.0
187,2054,reg1,OP_supply,Supply,10000000000.0
188,2055,reg1,OP_supply,Supply,10000000000.0
189,2056,reg1,OP_supply,Supply,10000000000.0
190,2057,reg1,OP_supply,Supply,10000000000.0
191,2058,reg1,OP_supply,Supply,10000000000.0
192,2059,reg1,OP_supply,Supply,10000000000.0
193,2060,reg1,OP_supply,Supply,10000000000.0
194,2061,reg1,OP_supply,Supply,10000000000.0
195,2062,reg1,OP_supply,Supply,10000000000.0
196,2063,reg1,OP_supply,Supply,10000000000.0
197,2064,reg1,OP_supply,Supply,10000000000.0
198,2065,reg1,OP_supply,Supply,10000000000.0
199,2066,reg1,OP_supply,Supply,10000000000.0
200,2067,reg1,OP_supply,Supply,10000000000.0
201,2068,reg1,OP_supply,Supply,10000000000.0
202,2069,reg1,OP_supply,Supply,10000000000.0
203,2070,reg1,OP_supply,Supply,10000000000.0
204,2020,reg1,BW_supply,Supply,0.0
205,2021,reg1,BW_supply,Supply,10000000000.0
206,2022,reg1,BW_supply,Supply,10000000000.0
207,2023,reg1,BW_supply,Supply,10000000000.0
208,2024,reg1,BW_supply,Supply,10000000000.0
209,2025,reg1,BW_supply,Supply,10000000000.0
210,2026,reg1,BW_supply,Supply,10000000000.0
211,2027,reg1,BW_supply,Supply,10000000000.0
212,2028,reg1,BW_supply,Supply,10000000000.0
213,2029,reg1,BW_supply,Supply,10000000000.0
214,2030,reg1,BW_supply,Supply,10000000000.0
215,2031,reg1,BW_supply,Supply,10000000000.0
216,2032,reg1,BW_supply,Supply,10000000000.0
217,2033,reg1,BW_supply,Supply,10000000000.0
218,2034,reg1,BW_supply,Supply,10000000000.0
219,2035,reg1,BW_supply,Supply,10000000000.0
220,2036,reg1,BW_supply,Supply,10000000000.0
221,2037,reg1,BW_supply,Supply,10000000000.0
222,2038,reg1,BW_supply,Supply,10000000000.0
223,2039,reg1,BW_supply,Supply,10000000000.0
224,2040,reg1,BW_supply,Supply,10000000000.0
225,2041,reg1,BW_supply,Supply,10000000000.0
226,2042,reg1,BW_supply,Supply,10000000000.0
227,2043,reg1,BW_supply,Supply,10000000000.0
228,2044,reg1,BW_supply,Supply,10000000000.0
229,2045,reg1,BW_supply,Supply,10000000000.0
230,2046,reg1,BW_supply,Supply,10000000000.0
231,2047,reg1,BW_supply,Supply,10000000000.0
232,2048,reg1,BW_supply,Supply,10000000000.0
233,2049,reg1,BW_supply,Supply,10000000000.0
234,2050,reg1,BW_supply,Supply,10000000000.0
235,2051,reg1,BW_supply,Supply,10000000000.0
236,2052,reg1,BW_supply,Supply,10000000000.0
237,2053,reg1,BW_supply,Supply,10000000000.0
238,2054,reg1,BW_supply,Supply,10000000000.0
239,2055,reg1,BW_supply,Supply,10000000000.0
240,2056,reg1,BW_supply,Supply,10000000000.0
241,2057,reg1,BW_supply,Supply,10000000000.0
242,2058,reg1,BW_supply,Supply,10000000000.0
243,2059,reg1,BW_supply,Supply,10000000000.0
244,2060,reg1,BW_supply,Supply,10000000000.0
245,2061,reg1,BW_supply,Supply,10000000000.0
246,2062,reg1,BW_supply,Supply,10000000000.0
247,2063,reg1,BW_supply,Supply,10000000000.0
248,2064,reg1,BW_supply,Supply,10000000000.0
249,2065,reg1,BW_supply,Supply,10000000000.0
250,2066,reg1,BW_supply,Supply,10000000000.0
251,2067,reg1,BW_supply,Supply,10000000000.0
252,2068,reg1,BW_supply,Supply,10000000000.0
253,2069,reg1,BW_supply,Supply,10000000000.0
254,2070,reg1,BW_supply,Supply,10000000000.0
255,2020,reg1,Geo_PP,Supply,0.0
256,2021,reg1,Geo_PP,Supply,10000000000.0
257,2022,reg1,Geo_PP,Supply,10000000000.0
258,2023,reg1,Geo_PP,Supply,10000000000.0
259,2024,reg1,Geo_PP,Supply,10000000000.0
260,2025,reg1,Geo_PP,Supply,10000000000.0
261,2026,reg1,Geo_PP,Supply,10000000000.0
262,2027,reg1,Geo_PP,Supply,10000000000.0
263,2028,reg1,Geo_PP,Supply,10000000000.0
264,2029,reg1,Geo_PP,Supply,10000000000.0
265,2030,reg1,Geo_PP,Supply,10000000000.0
266,2031,reg1,Geo_PP,Supply,10000000000.0
267,2032,reg1,Geo_PP,Supply,10000000000.0
268,2033,reg1,Geo_PP,Supply,10000000000.0
269,2034,reg1,Geo_PP,Supply,10000000000.0
270,2035,reg1,Geo_PP,Supply,10000000000.0
271,2036,reg1,Geo_PP,Supply,10000000000.0
272,2037,reg1,Geo_PP,Supply,10000000000.0
273,2038,reg1,Geo_PP,Supply,10000000000.0
274,2039,reg1,Geo_PP,Supply,10000000000.0
275,2040,reg1,Geo_PP,Supply,10000000000.0
276,2041,reg1,Geo_PP,Supply,10000000000.0
277,2042,reg1,Geo_PP,Supply,10000000000.0
278,2043,reg1,Geo_PP,Supply,10000000000.0
279,2044,reg1,Geo_PP,Supply,10000000000.0
280,2045,reg1,Geo_PP,Supply,10000000000.0
281,2046,reg1,Geo_PP,Supply,10000000000.0
282,2047,reg1,Geo_PP,Supply,10000000000.0
283,2048,reg1,Geo_PP,Supply,10000000000.0
284,2049,reg1,Geo_PP,Supply,10000000000.0
285,2050,reg1,Geo_PP,Supply,10000000000.0
286,2051,reg1,Geo_PP,Supply,10000000000.0
287,2052,reg1,Geo_PP,Supply,10000000000.0
288,2053,reg1,Geo_PP,Supply,10000000000.0
289,2054,reg1,Geo_PP,Supply,10000000000.0
290,2055,reg1,Geo_PP,Supply,10000000000.0
291,2056,reg1,Geo_PP,Supply,10000000000.0
292,2057,reg1,Geo_PP,Supply,10000000000.0
293,2058,reg1,Geo_PP,Supply,10000000000.0
294,2059,reg1,Geo_PP,Supply,10000000000.0
295,2060,reg1,Geo_PP,Supply,10000000000.0
296,2061,reg1,Geo_PP,Supply,10000000000.0
297,2062,reg1,Geo_PP,Supply,10000000000.0
298,2063,reg1,Geo_PP,Supply,10000000000.0
299,2064,reg1,Geo_PP,Supply,10000000000.0
300,2065,reg1,Geo_PP,Supply,10000000000.0
301,2066,reg1,Geo_PP,Supply,10000000000.0
302,2067,reg1,Geo_PP,Supply,10000000000.0
303,2068,reg1,Geo_PP,Supply,10000000000.0
304,2069,reg1,Geo_PP,Supply,10000000000.0
305,2070,reg1,Geo_PP,Supply,10000000000.0
306,2020,reg1,Solar_PV_PP,Supply,0.0
307,2021,reg1,Solar_PV_PP,Supply,10000000000.0
308,2022,reg1,Solar_PV_PP,Supply,10000000000.0
309,2023,reg1,Solar_PV_PP,Supply,10000000000.0
310,2024,reg1,Solar_PV_PP,Supply,10000000000.0
311,2025,reg1,Solar_PV_PP,Supply,10000000000.0
312,2026,reg1,Solar_PV_PP,Supply,10000000000.0
313,2027,reg1,Solar_PV_PP,Supply,10000000000.0
314,2028,reg1,Solar_PV_PP,Supply,10000000000.0
315,2029,reg1,Solar_PV_PP,Supply,10000000000.0
316,2030,reg1,Solar_PV_PP,Supply,10000000000.0
317,2031,reg1,Solar_PV_PP,Supply,10000000000.0
318,2032,reg1,Solar_PV_PP,Supply,10000000000.0
319,2033,reg1,Solar_PV_PP,Supply,10000000000.0
320,2034,reg1,Solar_PV_PP,Supply,10000000000.0
321,2035,reg1,Solar_PV_PP,Supply,10000000000.0
322,2036,reg1,Solar_PV_PP,Supply,10000000000.0
323,2037,reg1,Solar_PV_PP,Supply,10000000000.0
324,2038,reg1,Solar_PV_PP,Supply,10000000000.0
325,2039,reg1,Solar_PV_PP,Supply,10000000000.0
326,2040,reg1,Solar_PV_PP,Supply,10000000000.0
327,2041,reg1,Solar_PV_PP,Supply,10000000000.0
328,2042,reg1,Solar_PV_PP,Supply,10000000000.0
329,2043,reg1,Solar_PV_PP,Supply,10000000000.0
330,2044,reg1,Solar_PV_PP,Supply,10000000000.0
331,2045,reg1,Solar_PV_PP,Supply,10000000000.0
332,2046,reg1,Solar_PV_PP,Supply,10000000000.0
333,2047,reg1,Solar_PV_PP,Supply,10000000000.0
334,2048,reg1,Solar_PV_PP,Supply,10000000000.0
335,2049,reg1,Solar_PV_PP,Supply,10000000000.0
336,2050,reg1,Solar_PV_PP,Supply,10000000000.0
337,2051,reg1,Solar_PV_PP,Supply,10000000000.0
338,2052,reg1,Solar_PV_PP,Supply,10000000000.0
339,2053,reg1,Solar_PV_PP,Supply,10000000000.0
340,2054,reg1,Solar_PV_PP,Supply,10000000000.0
341,2055,reg1,Solar_PV_PP,Supply,10000000000.0
342,2056,reg1,Solar_PV_PP,Supply,10000000000.0
343,2057,reg1,Solar_PV_PP,Supply,10000000000.0
344,2058,reg1,Solar_PV_PP,Supply,10000000000.0
345,2059,reg1,Solar_PV_PP,Supply,10000000000.0
346,2060,reg1,Solar_PV_PP,Supply,10000000000.0
347,2061,reg1,Solar_PV_PP,Supply,10000000000.0
348,2062,reg1,Solar_PV_PP,Supply,10000000000.0
349,2063,reg1,Solar_PV_PP,Supply,10000000000.0
350,2064,reg1,Solar_PV_PP,Supply,10000000000.0
351,2065,reg1,Solar_PV_PP,Supply,10000000000.0
352,2066,reg1,Solar_PV_PP,Supply,10000000000.0
353,2067,reg1,Solar_PV_PP,Supply,10000000000.0
354,2068,reg1,Solar_PV_PP,Supply,10000000000.0
355,2069,reg1,Solar_PV_PP,Supply,10000000000.0
356,2070,reg1,Solar_PV_PP,Supply,10000000000.0
357,2020,reg1,Wind_PP,Supply,0.0
358,2021,reg1,Wind_PP,Supply,10000000000.0
359,2022,reg1,Wind_PP,Supply,10000000000.0
360,2023,reg1,Wind_PP,Supply,10000000000.0
361,2024,reg1,Wind_PP,Supply,10000000000.0
362,2025,reg1,Wind_PP,Supply,10000000000.0
363,2026,reg1,Wind_PP,Supply,10000000000.0
364,2027,reg1,Wind_PP,Supply,10000000000.0
365,2028,reg1,Wind_PP,Supply,10000000000.0
366,2029,reg1,Wind_PP,Supply,10000000000.0
367,2030,reg1,Wind_PP,Supply,10000000000.0
368,2031,reg1,Wind_PP,Supply,10000000000.0
369,2032,reg1,Wind_PP,Supply,10000000000.0
370,2033,reg1,Wind_PP,Supply,10000000000.0
371,2034,reg1,Wind_PP,Supply,10000000000.0
372,2035,reg1,Wind_PP,Supply,10000000000.0
373,2036,reg1,Wind_PP,Supply,10000000000.0
374,2037,reg1,Wind_PP,Supply,10000000000.0
375,2038,reg1,Wind_PP,Supply,10000000000.0
376,2039,reg1,Wind_PP,Supply,10000000000.0
377,2040,reg1,Wind_PP,Supply,10000000000.0
378,2041,reg1,Wind_PP,Supply,10000000000.0
379,2042,reg1,Wind_PP,Supply,10000000000.0
380,2043,reg1,Wind_PP,Supply,10000000000.0
381,2044,reg1,Wind_PP,Supply,10000000000.0
382,2045,reg1,Wind_PP,Supply,10000000000.0
383,2046,reg1,Wind_PP,Supply,10000000000.0
384,2047,reg1,Wind_PP,Supply,10000000000.0
385,2048,reg1,Wind_PP,Supply,10000000000.0
386,2049,reg1,Wind_PP,Supply,10000000000.0
387,2050,reg1,Wind_PP,Supply,10000000000.0
388,2051,reg1,Wind_PP,Supply,10000000000.0
389,2052,reg1,Wind_PP,Supply,10000000000.0
390,2053,reg1,Wind_PP,Supply,10000000000.0
391,2054,reg1,Wind_PP,Supply,10000000000.0
392,2055,reg1,Wind_PP,Supply,10000000000.0
393,2056,reg1,Wind_PP,Supply,10000000000.0
394,2057,reg1,Wind_PP,Supply,10000000000.0
395,2058,reg1,Wind_PP,Supply,10000000000.0
396,2059,reg1,Wind_PP,Supply,10000000000.0
397,2060,reg1,Wind_PP,Supply,10000000000.0
398,2061,reg1,Wind_PP,Supply,10000000000.0
399,2062,reg1,Wind_PP,Supply,10000000000.0
400,2063,reg1,Wind_PP,Supply,10000000000.0
401,2064,reg1,Wind_PP,Supply,10000000000.0
402,2065,reg1,Wind_PP,Supply,10000000000.0
403,2066,reg1,Wind_PP,Supply,10000000000.0
404,2067,reg1,Wind_PP,Supply,10000000000.0
405,2068,reg1,Wind_PP,Supply,10000000000.0
406,2069,reg1,Wind_PP,Supply,10000000000.0
407,2070,reg1,Wind_PP,Supply,10000000000.0
408,2020,reg1,Hydro_PP,Supply,0.0
409,2021,reg1,Hydro_PP,Supply,10000000000.0
410,2022,reg1,Hydro_PP,Supply,10000000000.0
411,2023,reg1,Hydro_PP,Supply,10000000000.0
412,2024,reg1,Hydro_PP,Supply,10000000000.0
413,2025,reg1,Hydro_PP,Supply,10000000000.0
414,2026,reg1,Hydro_PP,Supply,10000000000.0
415,2027,reg1,Hydro_PP,Supply,10000000000.0
416,2028,reg1,Hydro_PP,Supply,10000000000.0
417,2029,reg1,Hydro_PP,Supply,10000000000.0
418,2030,reg1,Hydro_PP,Supply,10000000000.0
419,2031,reg1,Hydro_PP,Supply,10000000000.0
420,2032,reg1,Hydro_PP,Supply,10000000000.0
421,2033,reg1,Hydro_PP,Supply,10000000000.0
422,2034,reg1,Hydro_PP,Supply,10000000000.0
423,2035,reg1,Hydro_PP,Supply,10000000000.0
424,2036,reg1,Hydro_PP,Supply,10000000000.0
425,2037,reg1,Hydro_PP,Supply,10000000000.0
426,2038,reg1,Hydro_PP,Supply,10000000000.0
427,2039,reg1,Hydro_PP,Supply,10000000000.0
428,2040,reg1,Hydro_PP,Supply,10000000000.0
429,2041,reg1,Hydro_PP,Supply,10000000000.0
430,2042,reg1,Hydro_PP,Supply,10000000000.0
431,2043,reg1,Hydro_PP,Supply,10000000000.0
432,2044,reg1,Hydro_PP,Supply,10000000000.0
433,2045,reg1,Hydro_PP,Supply,10000000000.0
434,2046,reg1,Hydro_PP,Supply,10000000000.0
435,2047,reg1,Hydro_PP,Supply,10000000000.0
436,2048,reg1,Hydro_PP,Supply,10000000000.0
437,2049,reg1,Hydro_PP,Supply,10000000000.0
438,2050,reg1,Hydro_PP,Supply,10000000000.0
439,2051,reg1,Hydro_PP,Supply,10000000000.0
440,2052,reg1,Hydro_PP,Supply,10000000000.0
441,2053,reg1,Hydro_PP,Supply,10000000000.0
442,2054,reg1,Hydro_PP,Supply,10000000000.0
443,2055,reg1,Hydro_PP,Supply,10000000000.0
444,2056,reg1,Hydro_PP,Supply,10000000000.0
445,2057,reg1,Hydro_PP,Supply,10000000000.0
446,2058,reg1,Hydro_PP,Supply,10000000000.0
447,2059,reg1,Hydro_PP,Supply,10000000000.0
448,2060,reg1,Hydro_PP,Supply,10000000000.0
449,2061,reg1,Hydro_PP,Supply,10000000000.0
450,2062,reg1,Hydro_PP,Supply,10000000000.0
451,2063,reg1,Hydro_PP,Supply,10000000000.0
452,2064,reg1,Hydro_PP,Supply,10000000000.0
453,2065,reg1,Hydro_PP,Supply,10000000000.0
454,2066,reg1,Hydro_PP,Supply,10000000000.0
455,2067,reg1,Hydro_PP,Supply,10000000000.0
456,2068,reg1,Hydro_PP,Supply,10000000000.0
457,2069,reg1,Hydro_PP,Supply,10000000000.0
458,2070,reg1,Hydro_PP,Supply,10000000000.0
459,2020,reg1,Pump_hydro_PP,Supply,0.0
460,2021,reg1,Pump_hydro_PP,Supply,10000000000.0
461,2022,reg1,Pump_hydro_PP,Supply,10000000000.0
462,2023,reg1,Pump_hydro_PP,Supply,10000000000.0
463,2024,reg1,Pump_hydro_PP,Supply,10000000000.0
464,2025,reg1,Pump_hydro_PP,Supply,10000000000.0
465,2026,reg1,Pump_hydro_PP,Supply,10000000000.0
466,2027,reg1,Pump_hydro_PP,Supply,10000000000.0
467,2028,reg1,Pump_hydro_PP,Supply,10000000000.0
468,2029,reg1,Pump_hydro_PP,Supply,10000000000.0
469,2030,reg1,Pump_hydro_PP,Supply,10000000000.0
470,2031,reg1,Pump_hydro_PP,Supply,10000000000.0
471,2032,reg1,Pump_hydro_PP,Supply,10000000000.0
472,2033,reg1,Pump_hydro_PP,Supply,10000000000.0
473,2034,reg1,Pump_hydro_PP,Supply,10000000000.0
474,2035,reg1,Pump_hydro_PP,Supply,10000000000.0
475,2036,reg1,Pump_hydro_PP,Supply,10000000000.0
476,2037,reg1,Pump_hydro_PP,Supply,10000000000.0
477,2038,reg1,Pump_hydro_PP,Supply,10000000000.0
478,2039,reg1,Pump_hydro_PP,Supply,10000000000.0
479,2040,reg1,Pump_hydro_PP,Supply,10000000000.0
480,2041,reg1,Pump_hydro_PP,Supply,10000000000.0
481,2042,reg1,Pump_hydro_PP,Supply,10000000000.0
482,2043,reg1,Pump_hydro_PP,Supply,10000000000.0
483,2044,reg1,Pump_hydro_PP,Supply,10000000000.0
484,2045,reg1,Pump_hydro_PP,Supply,10000000000.0
485,2046,reg1,Pump_hydro_PP,Supply,10000000000.0
486,2047,reg1,Pump_hydro_PP,Supply,10000000000.0
487,2048,reg1,Pump_hydro_PP,Supply,10000000000.0
488,2049,reg1,Pump_hydro_PP,Supply,10000000000.0
489,2050,reg1,Pump_hydro_PP,Supply,10000000000.0
490,2051,reg1,Pump_hydro_PP,Supply,10000000000.0
491,2052,reg1,Pump_hydro_PP,Supply,10000000000.0
492,2053,reg1,Pump_hydro_PP,Supply,10000000000.0
493,2054,reg1,Pump_hydro_PP,Supply,10000000000.0
494,2055,reg1,Pump_hydro_PP,Supply,10000000000.0
495,2056,reg1,Pump_hydro_PP,Supply,10000000000.0
496,2057,reg1,Pump_hydro_PP,Supply,10000000000.0
497,2058,reg1,Pump_hydro_PP,Supply,10000000000.0
498,2059,reg1,Pump_hydro_PP,Supply,10000000000.0
499,2060,reg1,Pump_hydro_PP,Supply,10000000000.0
500,2061,reg1,Pump_hydro_PP,Supply,10000000000.0
501,2062,reg1,Pump_hydro_PP,Supply,10000000000.0
502,2063,reg1,Pump_hydro_PP,Supply,10000000000.0
503,2064,reg1,Pump_hydro_PP,Supply,10000000000.0
504,2065,reg1,Pump_hydro_PP,Supply,10000000000.0
505,2066,reg1,Pump_hydro_PP,Supply,10000000000.0
506,2067,reg1,Pump_hydro_PP,Supply,10000000000.0
507,2068,reg1,Pump_hydro_PP,Supply,10000000000.0
